,title,,,,,,target
473,"""我们的自来水真的很脏吗？""",,,,,,
474,"""哪种动物的交配方式很奇葩？""",,,,,,
475,"""如果世界上出现了比人还高级的生物，我们人类会不会沦为被虐杀的对象，有被吃掉的风险？""",,,,,,
476,"""作为科研工作者子女是什么体验？""",,,,,,
477,"""医生护士相信鬼神吗？""",,,,,,
478,"""宇宙中有哪些超出常人想象的现象？""",,,,,,
479,"""为什么知乎上不反对转基因的人占多数？""",,,,,,
480,"""低学历是否比高学历更加会赚钱？""",,,,,,
481,"""如何白手起家挣到一百万？""",,,,,,
482,"""有哪些2000年初（2000~2005 年）看似不靠谱的预测成真了？""",,,,,,
483,"""十种世界顶级思维""",,,,,,
484,"""有什么生活小玩意原来没用过，用过之后就停不了的？""",,,,,,
485,"""有哪些在发达国家很普遍，在中国却行不通的商业模式？""",,,,,,
486,"""有什么经济学技巧可以用于日常购物？""",,,,,,
487,"""你的家传祖业有什么精彩的内行故事？""",,,,,,
488,"""董明珠为什么选择自己为格力代言？""",,,,,,
489,"""所谓厉害的人，遇到问题时的思维模式与我们的差别在哪？""",,,,,,
491,"""什么是「富人思维」？""",,,,,,
492,"""最近几年，你观察到哪些消费升级现象？""",,,,,,
493,"""长大以后，你悟出过哪些不一样的道理？""",,,,,,
495,"""你用/买过什么很贵的东西，但是感觉很值？""",,,,,,
496,"""长大以后，你悟出过哪些不一样的道理？""",,,,,,
497,"""果汁店铺地段不好没客人，怎么办？""",,,,,,
498,"""如何变得会聊天？""",,,,,,
499,"""请说说你们当初是怎么找到创业的方向的？""",,,,,,
500,"""这个社会中，有真才实学技术的人，是否总体不如「非常会来事」的万金油混得好？""",,,,,,
501,"""面试的时候，销售经理让你把一瓶矿泉水卖 300 元，你会怎么应对？""",,,,,,
502,"""如何白手起家挣到一百万？""",,,,,,
503,"""有哪些比小说更好看的商业故事？""",,,,,,
504,"""如何评价京东杀熟？""",,,,,,
505,"""大学四年应当如何度过？""",,,,,,
506,"""如何评价京东杀熟？""",,,,,,
507,"""有什么生活小玩意原来没用过，用过之后就停不了的？""",,,,,,
508,"""有哪些大家都不看好，但最后却出乎意料的事情？""",,,,,,
509,"""为什么牛奶卖不完宁可倒掉也不免费送人？""",,,,,,
510,"""什么是「富人思维」？""",,,,,,
511,"""夜宵摊、早餐摊、地摊到底有多赚钱？""",,,,,,
512,"""京东一直在亏，为什么没有倒闭?刘强东为什么还那么有钱？""",,,,,,
513,"""一本正经地胡说八道，是种怎样的体验？""",,,,,,
514,"""怎么提高表达能力？""",,,,,,
515,"""你见过哪些逆天的造假手段？""",,,,,,
516,"""如何变得会聊天？""",,,,,,
517,"""如何看待「拼多多」这个 app？""",,,,,,
518,"""商品定价 3899 和 3999，哪个效果更好？""",,,,,,
519,"""如何看待郭敬明《爵迹》的票房可能收不回成本？""",,,,,,
520,"""体质极差的人该如何从头开始恢复身体素质？""",,,,,,
521,"""每个宿舍最早起来的人后来怎么样了呢？""",,,,,,
522,"""没有锻炼基础的人，如何增肌与减脂？""",,,,,,
523,"""女生如何健身练出好身材？""",,,,,,
524,"""在健身房，你最讨厌什么样的人？""",,,,,,
525,"""长时间坚持健身能在一定程度上改变容貌吗？""",,,,,,
526,"""通过跑步瘦下来是种怎样的体验？""",,,,,,
527,"""长时间坚持健身能在一定程度上改变容貌吗？""",,,,,,
528,"""很瘦的人该制定怎样的健身计划？""",,,,,,
529,"""为什么部分中国男人不注意身材？不锻炼肌肉？不注意牙齿？""",,,,,,
530,"""有哪些在生活中被认为无所谓但实际会对身体造成很大损害的坏习惯？""",,,,,,
532,"""2块钱的维生素c和98块钱的维生素c有什么区别？""",,,,,,
533,"""有一个热爱健身的女朋友是怎样的体验？""",,,,,,
534,"""长期运动对外貌的改变有多大？""",,,,,,
535,"""每个宿舍最早起来的人后来怎么样了呢？""",,,,,,
536,"""亚洲人体质是不是真的较差？""",,,,,,
538,"""为什么美国有那么多肌肉男？""",,,,,,
540,"""如何保持正确的坐姿？""",,,,,,
541,"""有哪些演员戏路很窄？""",,,,,,
542,"""脖子前倾怎么矫正？""",,,,,,
543,"""不上健身房，有哪些即使在家完成也能有好效果的健身方式 ？""",,,,,,
544,"""为什么部分中国男人不注意身材？不锻炼肌肉？不注意牙齿？""",,,,,,
545,"""你跑步的时候在想什么？""",,,,,,
546,"""『体态改善』3招解决含胸驼背，穿衣更有型~""",,,,,,
547,"""为什么人到中年，很少有身材苗条的？""",,,,,,
548,"""失恋后，每天坚持健身、看书、学习，为什么依然没有快乐？""",,,,,,
549,"""如何进行系统地拉伸？""",,,,,,
550,"""什么运动可以帮助女生瘦腿？""",,,,,,
551,"""被摧毁的女孩的一生：23岁的我，背包里却永远塞满了成人纸尿裤...""",,,,,,
553,"""酒量可以练吗？""",,,,,,
554,"""怎样快速有效地学习游泳？""",,,,,,
555,"""零登山基础，想十年之内登珠峰，需要什么准备？""",,,,,,
556,"""减脂有哪些常见误区？正确的方法是怎样的？""",,,,,,
557,"""你身边有哪些打扮后让人眼前一亮的例子？""",,,,,,
558,"""怎样纠正成年人驼背、耸肩的体态？""",,,,,,
559,"""你在健身房时会内心会嘲笑、轻蔑正在锻炼的很胖的女孩吗？""",,,,,,
560,"""有什么经济学技巧可以用于日常购物？""",,,,,,
561,"""非洲为什么这么穷？""",,,,,,
562,"""一个精英的诞生，家庭因素有多大？""",,,,,,
563,"""为什么很多夜店都是对女性免费？""",,,,,,
564,"""为什么 2015 年初，上海有卫计委官员呼吁大家生二胎？""",,,,,,
565,"""一个精英的诞生，家庭因素有多大？""",,,,,,
566,"""闹灾荒的时候，和珅在给灾民的米汤里撒了一把沙子， 这其中包含着什么经济学原理？""",,,,,,
567,"""是否应该取消对穷人的补贴和福利以激励他们上进？""",,,,,,
568,"""面试的时候，销售经理让你把一瓶矿泉水卖 300 元，你会怎么应对？""",,,,,,
569,"""国企工作效率真的很低吗？""",,,,,,
570,"""为什么牛奶卖不完宁可倒掉也不免费送人？""",,,,,,
571,"""肯德基和麦当劳的优惠券意义在哪里？为何不直接降价？""",,,,,,
572,"""一个国家欠钱不还会怎么样？""",,,,,,
573,"""人种基因改良是利大于弊么？""",,,,,,
576,"""被包养为什么不划算？""",,,,,,
578,"""现在去香港购物的人越来越少吗？为什么？""",,,,,,
579,"""面试的时候，销售经理让你把一瓶矿泉水卖 300 元，你会怎么应对？""",,,,,,
581,"""有哪些我们觉得荒谬的事，却有着合理的经济学解释？""",,,,,,
582,"""有什么经济学技巧可以用于日常购物？""",,,,,,
583,"""什么叫对冲基金？""",,,,,,
584,"""经济学入门必读书籍有哪些值得推荐？""",,,,,,
585,"""为什么有的人「偷偷学习，不愿让他人知道」，这是一种什么心态？""",,,,,,
586,"""什么是「供给侧改革」？""",,,,,,
587,"""中国央行为何不印发更大面额的纸币（500 元、1000 元）？""",,,,,,
588,"""最近一百年，全球涌现过哪些最顶尖的、最赚钱的公司？它们的共性是什么？""",,,,,,
589,"""为什么 2015 年初，上海有卫计委官员呼吁大家生二胎？""",,,,,,
590,"""中国的房价会因为什么而下跌，怎么让中国房价下跌？""",,,,,,
591,"""如何从「穷人思维」过渡到「富人思维」？""",,,,,,
593,"""《西虹市首富》里看似偶然，却暗藏的经济理论有哪些？""",,,,,,
594,"""吃饭 AA 公平吗？如一方的饭量是另一方的两到三倍，这样对另一方来说不吃亏吗？""",,,,,,
595,"""大学里金融系到底学了些什么？""",,,,,,
596,"""为什么许多中国大陆以外的地区牛奶大部分不带吸管、泡面大部分不带叉子？""",,,,,,
597,"""有哪些经济学理论可以用在谈恋爱上？""",,,,,,
598,"""如果自己偷偷印一大笔钱给老婆花，对市场有什么影响？""",,,,,,
600,"""死刑真的有威慑力吗？""",,,,,,
601,"""人呐 要比想象的耐艹！""",,,,,,
602,"""你认识的遭遇性侵犯的人后来怎样了？""",,,,,,
603,"""如何看待温州乐清 20 岁女生乘坐滴滴顺风车遇害 ？是否反映出客服系统存在问题？""",,,,,,
604,"""如何看待渔民帮捞尸体要 1.8 万？""",,,,,,
605,"""用奖励无赖的方式维稳，上海警力永远不够用""",,,,,,
606,"""牢狱生活是种什么体验？""",,,,,,
607,"""马蓉和宋喆最有可能是什么下场？""",,,,,,
608,"""如何看待空姐搭乘滴滴顺风车被杀害一事？此类事件应如何避免？""",,,,,,
609,"""拿了投资人的钱却创业失败，在商业圈子里的后果都会有哪些？""",,,,,,
610,"""为什么碰瓷的人不去碰豪车？""",,,,,,
611,"""如果病人欠费逃跑，医生该怎么办？""",,,,,,
612,"""女性遭遇强奸时如何有效地保留证据？""",,,,,,
613,"""如何与父母断绝亲子关系？""",,,,,,
614,"""警察/法医是如何做到不怕那些惨不忍睹的尸体的？""",,,,,,
615,"""如何看待国行三星 Note 7 爆炸用户进京送检手机？""",,,,,,
616,"""为什么艳照门的主角要道歉？""",,,,,,
617,"""你认识的遭遇性侵犯的人后来怎样了？""",,,,,,
618,"""美国有哪些方面比中国强？""",,,,,,
619,"""决战！豫章书院想认怂逃跑？没那么简单""",,,,,,
620,"""你为什么支持死刑，死刑是最好的惩罚手段还是毫无代价的解脱？""",,,,,,
621,"""如何看待李国武徒手接11层跳楼女人被砸身亡？""",,,,,,
622,"""你为什么支持死刑，死刑是最好的惩罚手段还是毫无代价的解脱？""",,,,,,
623,"""普通老百姓撞了豪车，是不是真该毁一生？""",,,,,,
624,"""如何看待老回为三星 Note 4 炸伤女童维权时被贵州安顺普定信访局局长号召的十数名工作人员殴打？""",,,,,,
625,"""如何看待宝鸡一孕妇故意伸脚绊倒 4 岁男童，因孩子将门帘甩到其脸上的这种行为？""",,,,,,
627,"""婚后遇到更合适、更情投意合的今生挚爱，怎么办？""",,,,,,
628,"""人贩子为什么不能一律判死刑？""",,,,,,
629,"""如何看待 8 月 20 日因泳池起冲突家长到单位闹事，女医生不堪网络暴力自杀一事？""",,,,,,
630,"""如何看待「山东招远麦当劳女子被殴致死」事件？""",,,,,,
631,"""如何评价「女子点外卖被打头破血流 外卖小哥：赔钱也要打你」？""",,,,,,
632,"""知道哪些法律上的小常识可以保护自己？""",,,,,,
633,"""如何评价杨永信？""",,,,,,
634,"""普通老百姓撞了豪车，是不是真该毁一生？""",,,,,,
635,"""如何看待宝鸡一孕妇故意伸脚绊倒 4 岁男童，因孩子将门帘甩到其脸上的这种行为？""",,,,,,
636,"""如何看待温州乐清 20 岁女生乘坐滴滴顺风车遇害 ？是否反映出客服系统存在问题？""",,,,,,
638,"""如何看待作家李枫控诉郭敬明性骚扰和性侵犯？""",,,,,,
639,"""有哪些你以为「举报了没用」但实际上有用的事情？""",,,,,,
640,"""有一个舍得为你花钱的男朋友是种怎样的体验？""",,,,,,
641,"""为什么国内大学不推行单人宿舍和国外一样？""",,,,,,
642,"""体质极差的人该如何从头开始恢复身体素质？""",,,,,,
643,"""有哪些你难以理解的潮流？""",,,,,,
644,"""每个宿舍最早起来的人后来怎么样了呢？""",,,,,,
645,"""吃的方式能否反映一个人的教养、内涵？""",,,,,,
646,"""丧失了喜欢人的能力是怎样的体验？""",,,,,,
647,"""在交通工具上靠着陌生人的肩膀睡着了或是被陌生人靠着肩膀睡着了是怎样一种体验？""",,,,,,
648,"""如果800个小时后发生世界大战，你最想怎么做？""",,,,,,
649,"""男女交往中男性的核心竞争力是什么？""",,,,,,
650,"""贫穷有多可怕？""",,,,,,
651,"""在哪一刻你觉得你和朋友再也做不成朋友了？""",,,,,,
652,"""最适合在办公室吃的零食是什么？""",,,,,,
653,"""你认为有哪些越早明白越好的人生道理？""",,,,,,
654,"""为什么现在越来越多的男人不想结婚了？""",,,,,,
655,"""有哪些大家不说，但需要知道的社会规则？""",,,,,,
656,"""你做过最尴尬的事情是什么？""",,,,,,
658,"""有哪些年轻人「千万不能碰」的东西？""",,,,,,
659,"""有哪些男生谈恋爱之后才知道的女生秘密？""",,,,,,
660,"""怎么花最少的钱提升出租屋的格调？""",,,,,,
661,"""旅行时如何拍出不那么「到此一游」的照片？""",,,,,,
662,"""便宜的衣服比贵的衣服差很多吗？""",,,,,,
663,"""「以为会碾压，结果被秒杀」 的例子有哪些？""",,,,,,
664,"""男生 25 岁了，应该明白哪些道理？""",,,,,,
665,"""有什么生活小玩意原来没用过，用过之后就停不了的？""",,,,,,
666,"""贫穷会对人的身心造成多大的影响？""",,,,,,
667,"""你买得最失败的东西是什么？""",,,,,,
668,"""有哪些有利于人保持年轻、健康、漂亮的状态的细微的好习惯？""",,,,,,
669,"""哪一刻你觉得现实很美好？""",,,,,,
670,"""有哪些年轻人「千万不能碰」的东西？""",,,,,,
671,"""男女学生交往中的花费都应该是男方付吗？""",,,,,,
672,"""部分女生为什么会答应男摄拍私房？""",,,,,,
673,"""男性怎样不算「幼稚」？""",,,,,,
676,"""你做过最尴尬的事情是什么？""",,,,,,
677,"""大学生活让你懂得什么道理？""",,,,,,
678,"""女孩子到底要不要买很贵的护肤品？""",,,,,,
679,"""贫穷有多可怕？""",,,,,,
681,"""有哪些典型的「学生思维」？""",,,,,,
682,"""你是如何转行的？转行容易吗？""",,,,,,
683,"""有哪些「985 学生知道了会流泪，211 学生知道了会沉默」 的残酷现实？""",,,,,,
684,"""25 岁做什么，可在 5 年后受益匪浅？""",,,,,,
685,"""有哪些典型的「学生思维」？""",,,,,,
686,"""所谓厉害的人，遇到问题时的思维模式与我们的差别在哪？""",,,,,,
687,"""有哪些是你踏入社会才明白的道理？""",,,,,,
688,"""你最不希望成为社会上的哪种人？""",,,,,,
689,"""月入十万，难吗？""",,,,,,
691,"""你最勤奋的时候到过什么程度？""",,,,,,
692,"""你什么时候觉得如果自己不努力，背后会是万丈深渊？""",,,,,,
694,"""你听过管理者最无耻的一句话是什么？""",,,,,,
695,"""刚毕业就月薪过万，是种怎样的体验？""",,,,,,
696,"""是不是文化程度越低的女孩，越把希望寄托于嫁人，而不是自己努力？""",,,,,,
697,"""优秀的女孩是没有性生活的""",,,,,,
698,"""你听过管理者最无耻的一句话是什么？""",,,,,,
699,"""有哪些事情是你当了领导才明白的？""",,,,,,
701,"""为什么现在很多年轻人愿意到北上广深打拼，即使过得异常艰苦，远离亲人，仍然义无反顾？""",,,,,,
702,"""如何理解马云所说的月入两三万，三四万的人最幸福？""",,,,,,
703,"""25 岁做什么，可在 5 年后受益匪浅？""",,,,,,
704,"""月入十万，难吗？""",,,,,,
705,"""什么样的朋友是真正的好朋友？""",,,,,,
706,"""奔27岁，男，毕业两年多，存款10万，搞IT，单身狗，无房无车，是不是有点low逼？""",,,,,,
707,"""提离职被老板加薪挽留，该怎么办？""",,,,,,
708,"""性格内向真的不好吗？""",,,,,,
709,"""有哪些是你踏入社会才明白的道理？""",,,,,,
710,"""怎么提高表达能力？""",,,,,,
711,"""你是怎样超过以前感觉比自己强大很多的人的？""",,,,,,
712,"""有哪些送给 20 岁的年轻人的建议？""",,,,,,
713,"""你听过管理者最暖心的一句话是什么？""",,,,,,
714,"""有哪些「985 学生知道了会流泪，211 学生知道了会沉默」 的残酷现实？""",,,,,,
715,"""学习英语给你带来了哪些机会？""",,,,,,
716,"""现在赚多少钱，40岁以后才能财务自由？""",,,,,,
717,"""为什么现在很多年轻人愿意到北上广深打拼，即使过得异常艰苦，远离亲人，仍然义无反顾？""",,,,,,
719,"""性格内向真的不好吗？""",,,,,,
720,"""有什么相见恨晚的背单词方法？""",,,,,,
721,"""有文化可以有多可怕？""",,,,,,
722,"""如何评价现在的大学生？""",,,,,,
723,"""低学历是否比高学历更加会赚钱？""",,,,,,
724,"""你遇到过哪些「赤裸裸暴露人性」的事情？""",,,,,,
725,"""中国真的有很多穷人吗？""",,,,,,
727,"""有文化可以有多可怕？""",,,,,,
728,"""中国真的有很多穷人吗？""",,,,,,
729,"""每天坚持英语学习为什么还是学不好？""",,,,,,
730,"""教育变成这个样子，真的是你们所希望的吗？""",,,,,,
731,"""摧毁一个熊孩子有多困难？""",,,,,,
732,"""有什么相见恨晚的背单词方法？""",,,,,,
733,"""网络上有哪些免费的教育资源？""",,,,,,
734,"""一个父亲每月要赚多少钱，才能撑起一个家？""",,,,,,
735,"""摧毁一个熊孩子有多困难？""",,,,,,
736,"""女孩子被富养是怎样的感受？""",,,,,,
737,"""如何看待「小学生家长因孩子作业过多深夜问老师『睡了吗』，家长群瞬间炸锅」一事？""",,,,,,
738,"""怎么练好英语口语？""",,,,,,
740,"""没文化可以有多可怕？""",,,,,,
741,"""没文化可以有多可怕？""",,,,,,
742,"""男生的哪个瞬间让你觉得很有教养?""",,,,,,
743,"""25 岁做什么，可在 5 年后受益匪浅？""",,,,,,
744,"""摧毁一个家长有多简单？""",,,,,,
745,"""男生的哪个瞬间让你觉得很有教养?""",,,,,,
746,"""哪个瞬间让你突然觉得读书真有用？""",,,,,,
747,"""哪一个瞬间让你不想再当老师？""",,,,,,
748,"""做客孩子临走时带走几只玩具，我的孩子抗拒并一直哭，要怎么开导？""",,,,,,
749,"""一个父亲每月要赚多少钱，才能撑起一个家？""",,,,,,
750,"""大学生活让你懂得什么道理？""",,,,,,
751,"""一个人的教养如何体现？""",,,,,,
752,"""为什么现在有一些初高中的孩子越来越不爱惜自己的身体？""",,,,,,
753,"""如何评价有些大学老师上课异常严格？""",,,,,,
754,"""怎样才能从英语很糟糕的人变成英语很厉害的人？""",,,,,,
755,"""中国教育最大的成功在哪里？""",,,,,,
756,"""一本、二本、三本的大学生之间有什么差别？""",,,,,,
757,"""有哪些年轻人可能需要看的优秀书籍？""",,,,,,
758,"""努力就可以上清华北大吗？如果可以，怎样做？""",,,,,,
759,"""怎么做能尽量使得自己的孩子不成为熊孩子？""",,,,,,
760,"""就 2015 年初而言，国人的审美大体处于一个什么样的水平？""",,,,,,
761,"""女生光头是种什么体验？""",,,,,,
762,"""月生活费 800 的女大学生如何在保证三餐不受影响的情况下提升自己的着装搭配和品味？""",,,,,,
763,"""你坚持过哪些细小的好习惯？""",,,,,,
764,"""有哪些相貌平凡的人穿出衣服品味的例子？""",,,,,,
765,"""长得漂亮的人都是怎么得知自己长得漂亮的呢？""",,,,,,
766,"""男生如何学习服装搭配？""",,,,,,
767,"""旅行时如何拍出不那么「到此一游」的照片？""",,,,,,
768,"""如何评价奚梦瑶在维秘录制时摔倒？""",,,,,,
769,"""淘宝上买衣服，怎么买出质量，穿出品位？""",,,,,,
770,"""你有哪些「当时我就懵逼了」的经历？""",,,,,,
772,"""不会搭配服饰的女生如何开始系统地学习服装搭配？""",,,,,,
773,"""你坚持过哪些细小的好习惯？""",,,,,,
774,"""有哪些让人拍案叫绝的智障设计？""",,,,,,
775,"""在校男学生如何才能穿搭得低调又优雅呢？""",,,,,,
776,"""有哪些200以内看起来很高端的礼物？""",,,,,,
777,"""你有哪些大开眼界的经历？""",,,,,,
778,"""男生如何找准自己的穿衣风格，提升衣着品味？""",,,,,,
779,"""和明星做同学/朋友是种怎样的体验？""",,,,,,
780,"""女生如何让自己一步步走向精致？""",,,,,,
781,"""男人品位的高低从何处体现？""",,,,,,
782,"""是不是大多数人都不喜欢「网红脸」？如果是，那为什么有部分人想整成那样？""",,,,,,
783,"""有什么道理是开始注重外表几年后才能悟出来的？""",,,,,,
784,"""你们身边有天然的网红脸吗?""",,,,,,
785,"""你见过哪些戏精一样的人？""",,,,,,
787,"""室友认为我的穿着很轻浮，我该如何回应？""",,,,,,
788,"""男生怎么样才能留长头发？""",,,,,,
789,"""一个女孩要怎样才算得上精致？""",,,,,,
790,"""女生需要的基本款冬装有哪些？""",,,,,,
791,"""哪种类型算是中国式标准帅哥？""",,,,,,
792,"""如何选择一款适合自己的发型？""",,,,,,
793,"""女生怎么穿会比较帅气？""",,,,,,
794,"""你有哪些「当时我就懵逼了」的经历？""",,,,,,
795,"""如何打扮才能让不会打扮的女孩变成美女？""",,,,,,
797,"""日本哪些化妆品护肤品特别好？""",,,,,,
799,"""你们身边的漂亮女孩儿生完孩子以后都怎么样了？""",,,,,,
800,"""有哪些在发达国家很普遍，在中国却行不通的商业模式？""",,,,,,
801,"""银行会如何对待有一亿活期存款的个人客户？""",,,,,,
802,"""普通老百姓撞了豪车，是不是真该毁一生？""",,,,,,
803,"""女孩收入达到多高时可以购买奢侈品？""",,,,,,
804,"""女孩收入达到多高时可以购买奢侈品？""",,,,,,
805,"""在陆家嘴的金融机构中上班是一种什么体验？""",,,,,,
806,"""普通老百姓撞了豪车，是不是真该毁一生？""",,,,,,
807,"""比特币是什么？""",,,,,,
809,"""支付宝健康保障里面的「大病无忧宝」有必要买吗？""",,,,,,
810,"""一个国家欠钱不还会怎么样？""",,,,,,
811,"""月薪多少最幸福，离你有多远？""",,,,,,
812,"""如果借网贷的人死了，那这笔钱是不是不用还了？""",,,,,,
813,"""普通人如何通过训练大幅提高自己的决策能力？""",,,,,,
814,"""现在为什么那么多大学生贷款平台？""",,,,,,
815,"""怎么购买一份合适的重疾险组合？""",,,,,,
816,"""区块链是什么，如何简单易懂地介绍区块链？""",,,,,,
817,"""你会付出多少去挽救父母的生命？""",,,,,,
818,"""赚钱的逻辑是什么？什么规律或观念使人与人赚的钱产生了巨大差别？""",,,,,,
819,"""中国房地产泡沫是否会在几年内破灭，从而引发金融危机？""",,,,,,
820,"""什么叫对冲基金？""",,,,,,
821,"""为什么国外的移动支付没有像国内的支付宝和微信那样普及？""",,,,,,
823,"""月薪多少最幸福，离你有多远？""",,,,,,
824,"""中国的房价会因为什么而下跌，怎么让中国房价下跌？""",,,,,,
825,"""如何评价朋友圈所流传的刘强东的薪酬计划？""",,,,,,
826,"""把自己的青春时光大量花在学习 CFA 和 CPA 上好吗？""",,,,,,
827,"""创业能有多艰辛？""",,,,,,
828,"""如何追回参与高利贷而造成的损失？""",,,,,,
829,"""「保险」到底保险吗？""",,,,,,
830,"""夫妻都35岁，坐标北京，家庭年收入税后60万，有一总价450万无贷款房子，没有明朗升职空间，悲催吗？""",,,,,,
831,"""大学里金融系到底学了些什么？""",,,,,,
832,"""备考 CPA 的，有哪些经验可推荐？""",,,,,,
833,"""余额宝利率一跌再跌说明了哪些问题？""",,,,,,
834,"""在银行工作是怎样一番体验？""",,,,,,
835,"""如果自己偷偷印一大笔钱给老婆花，对市场有什么影响？""",,,,,,
836,"""弄丢比特币是怎样一种体验？""",,,,,,
837,"""收入超过父母是种怎样的体验？""",,,,,,
838,"""余额宝利率一跌再跌说明了哪些问题？""",,,,,,
839,"""支付宝怎样利用沉淀的资金？""",,,,,,
840,"""有哪些鲜为人知的历史照片？""",,,,,,
841,"""有哪些鲜为人知的历史照片？""",,,,,,
842,"""在摄影师眼中，一张专业到位的美食照是什么样子？""",,,,,,
843,"""自学摄影以及后期是一种怎样的体验？""",,,,,,
844,"""如果365天每天都拍一张照片，有哪些题材？""",,,,,,
845,"""你见过拍照最厉害的中学生是怎样的？""",,,,,,
846,"""摄影研究所 | 星野摄影从0到有，三年星空拍摄经验全盘托出""",,,,,,
847,"""你用无反相机拍出过哪些你喜欢的照片？""",,,,,,
848,"""在逆光下，人物完全背光又没有补光的情况下，怎么恢复肤色？""",,,,,,
849,"""在摄影师眼中，一张专业到位的美食照是什么样子？""",,,,,,
850,"""除了建筑、街道和人，关于城市还可以拍些什么？""",,,,,,
851,"""在逆光下，人物完全背光又没有补光的情况下，怎么恢复肤色？""",,,,,,
852,"""如果365天每天都拍一张照片，有哪些题材？""",,,,,,
853,"""自学摄影以及后期是一种怎样的体验？""",,,,,,
854,"""如何在学校拍好一组写真？""",,,,,,
855,"""除了建筑、街道和人，关于城市还可以拍些什么？""",,,,,,
856,"""摄影研究所 | 同样是食物，为什么你会拍成黑暗料理？""",,,,,,
857,"""你用无反相机拍出过哪些你喜欢的照片？""",,,,,,
858,"""如何将照片调出日剧色调的感觉？""",,,,,,
859,"""当职业摄影师，有哪些不为人知的背后故事？""",,,,,,
860,"""小清新照片的泛滥是否是因为国内的经济条件的限制和教育的不足？""",,,,,,
861,"""自学摄影，有什么好的关于布光的书推荐？""",,,,,,
862,"""尼康D750和D810差多少？""",,,,,,
863,"""有哪些已绝版而且被珍藏起来的摄影书籍？""",,,,,,
864,"""看商业摄影师拍模特连续按快门速度那么快，怎样去构图、测光、调整对焦点?""",,,,,,
865,"""Episode 1：我的用光不可能那么可爱！""",,,,,,
866,"""美食摄影行业的现状如何？""",,,,,,
867,"""你所了解的摄影师的生存状况是什么样的？""",,,,,,
868,"""我想做婚庆摄像。请大神们介绍一款2万大洋左右的高清机器。佳能单反就别提了？""",,,,,,
869,"""专业摄影师如何看待业余摄影爱好者摄影水平？""",,,,,,
871,"""摄影专业或是摄影专门学校的学生都在学些什么？""",,,,,,
872,"""如何通过电影画面来判断镜头的焦距？""",,,,,,
873,"""乐高版《小王子》幕后大起底！ | 小课堂 Vol. 2""",,,,,,
874,"""摄影师们眼中的世界会是什么样子？""",,,,,,
875,"""看完这篇扫盲，你就告别单反小白了""",,,,,,
876,"""VSCO Film 01 到 05 的区别是什么？""",,,,,,
877,"""拥有一个会拍照的女朋友是什么样的体验？""",,,,,,
878,"""请知乎老师、同学们评价一下这些照片，我该如何提高？""",,,,,,
879,"""专业摄影师如何看待业余摄影爱好者摄影水平？""",,,,,,
880,"""手机里你最不舍得删掉的一张照片是什么？""",,,,,,
881,"""如何才能拍出一张特别好看的自拍照？""",,,,,,
882,"""有哪些「一张照片，就是一个故事」的照片？""",,,,,,
883,"""你见过最假、最差劲的图片处理是什么样的？""",,,,,,
884,"""部分女生为什么会答应男摄拍私房？""",,,,,,
885,"""旅行中如何优雅地发朋友圈？""",,,,,,
886,"""他镜头下这一家，4人死于艾滋！不少人想弄死他，只因揭露了太多""",,,,,,
887,"""部分女生为什么会答应男摄拍私房？""",,,,,,
888,"""有哪些漂亮的女性剧照或电影截图？""",,,,,,
889,"""提高手机摄影水平，有什么心得？""",,,,,,
890,"""有哪些不经意拍出的惊艳照片？""",,,,,,
892,"""你见过最逼真、最极致的图片处理是什么样的？""",,,,,,
893,"""有哪些「看似复杂，实则简单」的PS技巧？""",,,,,,
894,"""如何系统性学习摄影后期调色？""",,,,,,
895,"""有哪些是同一个人而颜值相差甚远的照片？""",,,,,,
896,"""一个人旅行应该怎样自拍？""",,,,,,
897,"""有哪些是同一个人而颜值相差甚远的照片？""",,,,,,
898,"""iPhone内置相机完全操作指南""",,,,,,
899,"""和不会拍照的人旅游是种怎样的体验？""",,,,,,
900,"""如何才能拍出一张特别好看的自拍照？""",,,,,,
901,"""你见过最逼真、最极致的图片处理是什么样的？""",,,,,,
902,"""看到清代的老照片，为什么上面的名妓和嫔妃都那么丑？""",,,,,,
903,"""有哪些第一眼就感到震撼的图片？""",,,,,,
904,"""不得不知的Snapseed使用技巧！""",,,,,,
905,"""原来，那些你曾经赞过的照片，套路都是一样的······""",,,,,,
906,"""为什么有些美女不上相？""",,,,,,
907,"""有哪些看着像 PS 过的照片，实际却没有？""",,,,,,
908,"""一个人旅行应该怎样自拍？""",,,,,,
909,"""有哪些「一张照片，就是一个故事」的照片？""",,,,,,
910,"""有哪些不经意拍出的惊艳照片？""",,,,,,
911,"""有哪些第一眼就感到震撼的图片？""",,,,,,
912,"""旅行中如何优雅地发朋友圈？""",,,,,,
914,"""普通人能否用 iPhone X 摄制短片《三分钟》？""",,,,,,
915,"""有哪些比较好用的手机摄影以及后期 app？""",,,,,,
916,"""你有哪些可以让人舍不得挪开眼睛的壁纸？""",,,,,,
917,"""怎样拍照能拍出 Instagram 风？""",,,,,,
918,"""iPhone 拍照有哪些技巧？""",,,,,,
920,"""野球场上，你见过最装逼的是什么？""",,,,,,
921,"""聂卫平是谁？在围棋界有多厉害？""",,,,,,
922,"""你觉得运动员什么时刻真的很了不起？""",,,,,,
923,"""中国现在到底有多强大""",,,,,,
924,"""有哪些大局已定，却又被极限反杀的操作？""",,,,,,
